id,levelType,level,group,round,name,type1,type2,heldItem,Move1,Move2,Move3,Move4,nature,ev,baseHp,baseAtk,baseDef,baseSpAtk,baseSpDef,baseSpeed,evHp,evAtk,evDef,evSpAtk,evSpDef,evSpeed
2053,オープン,100,4,5,チャーレム,かくとう,エスパー,カムラのみ,しねんのずつき,きしかいせい,こらえる,ねこだまし,ようき,AS,60,60,75,60,75,80,0,252,0,0,0,252
2054,オープン,100,4,5,ヌオー,みず,じめん,リンドのみ,じしん,アクアテール,かわらわり,カウンター,いじっぱり,HA,95,85,85,65,65,35,252,252,0,0,0,0
2055,オープン,100,4,5,グランブル,ノーマル,,するどいツメ,おんがえし,いわなだれ,かみくだく,でんじは,いじっぱり,HA,90,120,75,60,60,45,252,252,0,0,0,0
2056,オープン,100,4,5,ルージュラ,こおり,エスパー,カゴのみ,サイコキネシス,れいとうビーム,あくまのキッス,うそなき,おだやか,CD,65,50,35,115,95,95,0,0,0,252,252,0
2057,オープン,100,4,5,バリヤード,エスパー,,クラボのみ,サイコキネシス,シグナルビーム,まねっこ,ものまね,おだやか,CD,40,45,65,100,120,90,0,0,0,252,252,0
2058,オープン,100,4,5,ランターン,みず,でんき,リンドのみ,なみのり,ほうでん,でんじは,アクアリング,ひかえめ,HC,125,58,58,76,76,67,252,0,0,252,0,0
2059,オープン,100,4,5,キノガッサ,くさ,かくとう,きあいのタスキ,タネばくだん,スカイアッパー,いわなだれ,カウンター,わんぱく,AB,60,130,80,60,60,70,0,252,252,0,0,0
2060,オープン,100,4,5,フォレトス,むし,はがね,オッカのみ,ジャイロボール,むしくい,リベンジ,カウンター,ゆうかん,AB,75,90,140,60,60,40,0,252,252,0,0,0
2061,オープン,100,4,5,エアームド,はがね,ひこう,オッカのみ,ドリルくちばし,はがねのつばさ,まきびし,ほえる,わんぱく,AB,65,80,140,40,70,70,0,252,252,0,0,0
2062,オープン,100,4,5,アブソル,あく,,ヨプのみ,ふいうち,からげんき,かげぶんしん,ちょうはつ,ようき,AS,65,130,60,75,60,75,0,252,0,0,0,252
2063,オープン,100,4,5,ナマズン,みず,じめん,かいがらのすず,なみのり,だいちのちから,こごえるかぜ,ドわすれ,ひかえめ,HC,110,78,73,76,71,60,252,0,0,252,0,0
2064,オープン,100,4,5,ハリテヤマ,かくとう,,キーのみ,つっぱり,じしん,からげんき,ねこだまし,いじっぱり,HA,144,120,60,40,60,50,252,252,0,0,0,0
2065,オープン,100,4,5,ビークイン,むし,ひこう,ピントレンズ,ぎんいろのかぜ,エアカッター,あやしいかぜ,いばる,ひかえめ,BD,70,80,102,80,102,40,0,0,252,0,252,0
2066,オープン,100,4,5,ライチュウ,でんき,,こうかくレンズ,かみなりパンチ,アイアンテール,たたきつける,でんこうせっか,いじっぱり,AS,60,90,55,90,80,100,0,252,0,0,0,252
2067,オープン,100,4,5,ジュゴン,みず,こおり,するどいキバ,たきのぼり,ゆきなだれ,ずつき,ねこだまし,しんちょう,AD,90,70,80,70,95,70,0,252,0,0,252,0
2068,オープン,100,4,5,ライボルト,でんき,,シュカのみ,かみなりのキバ,かみくだく,ほえる,でんじは,いじっぱり,AS,70,75,60,105,60,105,0,252,0,0,0,252
2069,オープン,100,4,5,ムクホーク,ノーマル,ひこう,おうじゃのしるし,おんがえし,つばめがえし,かげぶんしん,はねやすめ,ようき,AS,85,120,70,50,50,100,0,252,0,0,0,252
2070,オープン,100,4,5,トリトドン,みず,じめん,きあいのタスキ,たきのぼり,じしん,じこさいせい,ミラーコート,しんちょう,HD,111,83,68,92,82,39,252,0,0,0,252,0
2071,オープン,100,4,5,スカタンク,どく,あく,するどいツメ,ふいうち,どくづき,きりさく,いやなおと,いじっぱり,HA,103,93,67,71,61,84,252,252,0,0,0,0
2072,オープン,100,4,5,ラフレシア,くさ,どく,おおきなねっこ,ギガドレイン,ヘドロばくだん,ねむりごな,ねをはる,ひかえめ,BC,75,80,85,100,90,50,0,0,252,252,0,0
2073,オープン,100,4,5,ウツボット,くさ,どく,ウタンのみ,リーフストーム,ヘドロばくだん,ねむりごな,いえき,ひかえめ,HC,80,105,65,100,60,70,252,0,0,252,0,0
2074,オープン,100,4,5,マルマイン,でんき,,カゴのみ,10まんボルト,スピードスター,でんじは,ひかりのかべ,ひかえめ,CS,60,50,70,80,80,140,0,0,0,252,0,252
2075,オープン,100,4,5,ルンパッパ,みず,くさ,ちからのハチマキ,たきのぼり,はっぱカッター,ドレインパンチ,つるぎのまい,いじっぱり,AD,80,70,70,90,100,70,0,252,0,0,252,0
2076,オープン,100,4,5,ダーテング,くさ,あく,キーのみ,タネばくだん,だましうち,シザークロス,ねこだまし,ようき,AS,90,100,60,90,60,80,0,252,0,0,0,252
2077,オープン,100,4,5,バクオング,ノーマル,,ヨプのみ,ハイパーボイス,じんつうりき,みずのはどう,いちゃもん,ひかえめ,HC,104,91,63,91,63,68,252,0,0,252,0,0
2078,オープン,100,4,5,オニゴーリ,こおり,,くろいてっきゅう,ゆきなだれ,しっぺがえし,ジャイロボール,こおりのつぶて,ゆうかん,HBD,80,80,80,80,80,80,170,0,170,0,170,0
2079,オープン,100,4,5,ミミロップ,ノーマル,,きあいのハチマキ,おんがえし,ドレインパンチ,あまえる,ミラーコート,ようき,AS,65,76,84,54,96,105,0,252,0,0,0,252
2080,オープン,100,4,5,ユキメノコ,こおり,ゴースト,クラボのみ,れいとうビーム,あやしいかぜ,あやしいひかり,メロメロ,おくびょう,CS,70,80,70,80,70,110,0,0,0,252,0,252
2081,オープン,100,4,5,エテボース,ノーマル,,ちからのハチマキ,ダブルアタック,シャドークロー,かわらわり,はたきおとす,ようき,AS,75,100,66,60,66,115,0,252,0,0,0,252
2082,オープン,100,4,5,スリーパー,エスパー,,くろいてっきゅう,サイコカッター,なげつける,さいみんじゅつ,トリックルーム,ゆうかん,AD,85,73,70,73,115,67,0,252,0,0,252,0
2083,オープン,100,4,5,ゴローニャ,いわ,じめん,きあいのハチマキ,じしん,いわなだれ,ふいうち,すなあらし,わんぱく,AB,80,110,130,55,65,45,0,252,252,0,0,0
2084,オープン,100,4,5,サイドン,じめん,いわ,イトケのみ,じしん,いわなだれ,かみくだく,こわいかお,いじっぱり,AB,105,130,120,45,45,40,0,252,252,0,0,0
2085,オープン,100,4,5,ヤドラン,みず,エスパー,カゴのみ,サイコキネシス,なみのり,めいそう,あくび,ずぶとい,BC,95,75,110,100,80,30,0,0,252,252,0,0
2086,オープン,100,4,5,マタドガス,どく,,ウタンのみ,ヘドロばくだん,あくのはどう,でんげきは,おんねん,ずぶとい,BC,65,90,120,85,70,60,0,0,252,252,0,0
2087,オープン,100,4,5,ガルーラ,ノーマル,,カムラのみ,すてみタックル,かみくだく,きしかいせい,こらえる,ようき,AS,105,95,80,40,80,90,0,252,0,0,0,252
2088,オープン,100,4,5,ケンタロス,ノーマル,,キーのみ,あばれる,しねんのずつき,おいうち,こわいかお,ようき,AS,75,100,95,40,70,110,0,252,0,0,0,252
2089,オープン,100,4,5,フーディン,エスパー,,ひかりのこな,サイコキネシス,シャドーボール,めいそう,みらいよち,おくびょう,CS,55,50,45,135,85,120,0,0,0,252,0,252
2090,オープン,100,4,5,ヤドキング,みず,エスパー,かいがらのすず,サイコキネシス,しおみず,あくび,トリックルーム,れいせい,HBD,95,75,80,100,110,30,170,0,170,0,170,0
2091,オープン,100,4,5,ミルタンク,ノーマル,,クラボのみ,おんがえし,アイアンヘッド,でんじは,ミルクのみ,わんぱく,AB,95,80,105,40,70,100,0,252,252,0,0,0
2092,オープン,100,4,5,チルタリス,ドラゴン,ひこう,カゴのみ,ドラゴンクロー,つばめがえし,りゅうのまい,ねむる,しんちょう,AD,75,70,90,70,105,80,0,252,0,0,252,0
2093,オープン,100,4,5,ドクロッグ,どく,かくとう,くろいヘドロ,どくづき,かわらわり,シザークロス,はたきおとす,いじっぱり,AS,83,106,65,86,65,85,0,252,0,0,0,252
2094,オープン,100,4,5,ユキノオー,くさ,こおり,ラムのみ,ギガドレイン,れいとうビーム,みずのはどう,くさぶえ,おだやか,HC,90,92,75,92,85,60,252,0,0,252,0,0
2095,オープン,100,4,5,ニドクイン,どく,じめん,ウタンのみ,じしん,どくどくのキバ,つばめがえし,あまえる,いじっぱり,HA,90,82,87,75,85,76,252,252,0,0,0,0
2096,オープン,100,4,5,ニドキング,どく,じめん,きあいのハチマキ,じしん,どくづき,にどげり,カウンター,わんぱく,HA,81,92,77,85,75,85,252,252,0,0,0,0
2097,オープン,100,4,5,ユレイドル,いわ,くさ,するどいツメ,げんしのちから,エナジーボール,あやしいひかり,すなあらし,わんぱく,HBD,86,81,97,81,107,43,170,0,170,0,170,0
2098,オープン,100,4,5,アーマルド,いわ,むし,するどいツメ,シザークロス,いわなだれ,じしん,てっぺき,いじっぱり,AD,75,125,100,70,80,45,0,252,0,0,252,0
2099,オープン,100,4,5,トリデプス,いわ,はがね,きあいのハチマキ,アイアンヘッド,ストーンエッジ,いばる,ちょうはつ,わんぱく,BD,60,52,168,47,138,30,0,0,252,0,252,0
2100,オープン,100,4,5,フローゼル,みず,,オボンのみ,たきのぼり,れいとうパンチ,でんこうせっか,あまごい,ようき,AS,85,105,55,85,50,115,0,252,0,0,0,252
2101,オープン,100,4,5,ムウマージ,ゴースト,,カシブのみ,シャドーボール,パワージェム,マジカルリーフ,おきみやげ,ひかえめ,CS,60,60,60,105,105,105,0,0,0,252,0,252
2102,オープン,100,4,5,フワライド,ゴースト,ひこう,カムラのみ,あやしいかぜ,エアカッター,バトンタッチ,こらえる,ひかえめ,HC,150,80,44,90,54,80,252,0,0,252,0,0
2103,オープン,100,4,5,ゴルダック,みず,,リンドのみ,なみのり,サイコキネシス,あやしいひかり,めいそう,ひかえめ,HC,80,82,78,95,80,85,252,0,0,252,0,0
2104,オープン,100,4,5,ニョロボン,みず,かくとう,リンドのみ,なみのり,しんくうは,サイコキネシス,かげぶんしん,ひかえめ,HC,90,85,95,70,90,70,252,0,0,252,0,0
2105,オープン,100,4,5,ギャロップ,ほのお,,カゴのみ,だいもんじ,ソーラービーム,にほんばれ,ねむる,ひかえめ,CS,65,100,70,80,80,105,0,0,0,252,0,252
2106,オープン,100,4,5,ベトベトン,どく,,くろいヘドロ,どくづき,かげうち,ちいさくなる,とける,いじっぱり,HA,105,105,75,65,100,50,252,252,0,0,0,0
2107,オープン,100,4,5,ゲンガー,ゴースト,どく,ウタンのみ,シャドーボール,ヘドロばくだん,うらみ,あやしいひかり,おくびょう,CS,60,65,60,130,75,110,0,0,0,252,0,252
2108,オープン,100,4,5,デンリュウ,でんき,,シュカのみ,10まんボルト,パワージェム,ひかりのかべ,でんじは,ひかえめ,CD,90,75,75,115,90,55,0,0,0,252,252,0
2109,オープン,100,4,5,ニョロトノ,みず,,のんきのおこう,なみのり,ハイパーボイス,どろばくだん,いばる,おだやか,CD,90,75,75,90,100,70,0,0,0,252,252,0
2110,オープン,100,4,5,カイロス,むし,,バコウのみ,シザークロス,じしん,いわなだれ,つるぎのまい,いじっぱり,AB,65,125,100,55,70,85,0,252,252,0,0,0
2111,オープン,100,4,5,ハッサム,むし,はがね,ひかりのこな,シザークロス,バレットパンチ,つるぎのまい,バトンタッチ,わんぱく,AB,70,130,100,55,80,65,0,252,252,0,0,0
2112,オープン,100,4,5,ヘラクロス,むし,かくとう,きあいのハチマキ,メガホーン,きあいパンチ,いばる,メロメロ,ようき,AS,80,125,75,40,95,85,0,252,0,0,0,252
2113,オープン,100,4,5,リングマ,ノーマル,,きあいのタスキ,きりさく,しっぺがえし,ゆきなだれ,カウンター,ゆうかん,HA,90,130,75,75,75,55,252,252,0,0,0,0
2114,オープン,100,4,5,ヘルガー,あく,ほのお,きあいのタスキ,ほのおのキバ,かみくだく,ほえる,カウンター,ようき,AS,75,90,50,110,80,95,0,252,0,0,0,252
2115,オープン,100,4,5,ドンファン,じめん,,するどいツメ,じしん,いわなだれ,どくづき,すなあらし,わんぱく,AB,90,120,120,60,60,50,0,252,252,0,0,0
2116,オープン,100,4,5,ホエルオー,みず,,オボンのみ,なみのり,れいとうビーム,メロメロ,かげぶんしん,ひかえめ,HC,170,90,45,90,45,60,252,0,0,252,0,0
2117,オープン,100,4,5,ネンドール,じめん,エスパー,カシブのみ,じしん,しねんのずつき,くさむすび,トリックルーム,ゆうかん,BD,60,70,105,70,120,75,0,0,252,0,252,0
2118,オープン,100,4,5,ラムパルド,いわ,,どくどくだま,いわなだれ,からげんき,かみくだく,いやなおと,いじっぱり,HA,97,165,60,65,50,58,252,252,0,0,0,0
2119,オープン,100,4,5,ドータクン,はがね,エスパー,おうじゃのしるし,じんつうりき,アイアンヘッド,いわなだれ,トリックルーム,わんぱく,BD,67,89,116,79,116,33,0,0,252,0,252,0
2120,オープン,100,4,5,ドラピオン,どく,あく,ラムのみ,どくづき,かみくだく,アクアテール,つぼをつく,いじっぱり,AB,70,90,110,60,75,95,0,252,252,0,0,0
2121,オープン,100,4,5,レントラー,でんき,,するどいツメ,かみなりのキバ,かみくだく,とおぼえ,じゅうでん,いじっぱり,HA,80,120,79,95,79,70,252,252,0,0,0,0
2122,オープン,100,4,5,キュウコン,ほのお,,ひかりのこな,だいもんじ,ソーラービーム,メロメロ,にほんばれ,おくびょう,CS,73,76,75,81,100,100,0,0,0,252,0,252
2123,オープン,100,4,5,カイリキー,かくとう,,ピントレンズ,クロスチョップ,じしん,バレットパンチ,みやぶる,いじっぱり,HA,90,130,80,65,85,55,252,252,0,0,0,0
2124,オープン,100,4,5,ツボツボ,むし,いわ,のんきのおこう,ストーンエッジ,むしくい,いばる,パワートリック,わんぱく,HBD,20,10,230,10,230,5,170,0,170,0,170,0
2125,オープン,100,4,5,ロズレイド,くさ,どく,バコウのみ,ヘドロばくだん,マジカルリーフ,しびれごな,どろかけ,おだやか,CD,60,70,55,125,105,90,0,0,0,252,252,0
2126,オープン,100,4,5,ドンカラス,あく,ひこう,ソクノのみ,つじぎり,つばめがえし,いちゃもん,ちょうはつ,いじっぱり,HA,100,125,52,105,52,71,252,252,0,0,0,0
2127,オープン,100,4,5,ハガネール,はがね,じめん,イトケのみ,じしん,アイアンヘッド,かみくだく,すなあらし,わんぱく,AB,75,85,200,55,65,30,0,252,252,0,0,0
2128,オープン,100,4,5,マニューラ,あく,こおり,ヨプのみ,つじぎり,れいとうパンチ,いやなおと,ねこだまし,いじっぱり,AS,70,120,65,45,85,125,0,252,0,0,0,252
2129,オープン,100,4,5,グライオン,じめん,ひこう,ヤチェのみ,じしん,つばめがえし,つるぎのまい,バトンタッチ,いじっぱり,AB,75,95,125,45,75,95,0,252,252,0,0,0
2130,オープン,100,4,5,ドククラゲ,みず,どく,ソクノのみ,なみのり,ヘドロばくだん,こごえるかぜ,バリアー,おくびょう,CS,80,70,65,80,120,100,0,0,0,252,0,252
2131,オープン,100,4,5,プテラ,いわ,ひこう,おうじゃのしるし,いわなだれ,つばめがえし,いちゃもん,ちょうはつ,ようき,AS,80,105,65,60,75,130,0,252,0,0,0,252
2132,オープン,100,4,5,ポリゴン2,ノーマル,,クラボのみ,トライアタック,チャージビーム,でんじは,リサイクル,ひかえめ,HC,85,80,90,105,95,60,252,0,0,252,0,0
2133,オープン,100,4,5,ベロベルト,ノーマル,,カゴのみ,おんがえし,じしん,はらだいこ,ねむる,しんちょう,HA,110,85,95,80,95,50,252,252,0,0,0,0
2134,オープン,100,4,5,メガヤンマ,むし,ひこう,バコウのみ,シグナルビーム,エアカッター,みきり,かげぶんしん,おくびょう,CS,86,76,86,116,56,95,0,0,0,252,0,252
2135,オープン,100,4,5,サーナイト,エスパー,,ラムのみ,サイコキネシス,シャドーボール,でんじは,あやしいひかり,おだやか,CD,68,65,65,125,115,80,0,0,0,252,252,0
2136,オープン,100,4,5,エルレイド,エスパー,かくとう,カシブのみ,しねんのずつき,かわらわり,でんじは,あやしいひかり,しんちょう,AD,68,125,65,65,115,80,0,252,0,0,252,0
2137,オープン,100,4,5,ナッシー,くさ,エスパー,ひかりのこな,ソーラービーム,サイコキネシス,こうごうせい,にほんばれ,ひかえめ,HC,95,95,85,125,65,55,252,0,0,252,0,0
2138,オープン,100,4,5,スターミー,みず,エスパー,ラムのみ,なみのり,サイコキネシス,あやしいひかり,でんじは,おくびょう,CS,60,75,85,100,85,115,0,0,0,252,0,252
2139,オープン,100,4,5,フライゴン,じめん,ドラゴン,ヤチェのみ,じしん,ドラゴンクロー,はねやすめ,すなあらし,いじっぱり,AS,80,100,80,80,80,100,0,252,0,0,0,252
2140,オープン,100,4,5,シャワーズ,みず,,ひかりのこな,なみのり,れいとうビーム,とける,バトンタッチ,ひかえめ,HC,130,65,60,110,95,65,252,0,0,252,0,0
2141,オープン,100,4,5,サンダース,でんき,,きあいのタスキ,10まんボルト,でんじは,こうそくいどう,バトンタッチ,おくびょう,CS,65,65,60,110,95,130,0,0,0,252,0,252
2142,オープン,100,4,5,ブースター,ほのお,,せんせいのツメ,ほのおのキバ,ばかぢから,のろい,バトンタッチ,いじっぱり,AD,65,130,60,95,110,65,0,252,0,0,252,0
2143,オープン,100,4,5,エーフィ,エスパー,,ラムのみ,サイコキネシス,リフレクター,めいそう,バトンタッチ,おくびょう,CS,65,65,60,130,95,110,0,0,0,252,0,252
2144,オープン,100,4,5,ブラッキー,あく,,たべのこし,しっぺがえし,あやしいひかり,のろい,バトンタッチ,しんちょう,BD,95,65,110,60,130,65,0,0,252,0,252,0
2145,オープン,100,4,5,リーフィア,くさ,,ピントレンズ,リーフブレード,つばめがえし,かげぶんしん,バトンタッチ,ようき,AS,65,110,130,60,65,95,0,252,0,0,0,252
2146,オープン,100,4,5,グレイシア,こおり,,のんきのおこう,れいとうビーム,みずのはどう,かげぶんしん,バトンタッチ,おだやか,CD,65,60,110,130,95,65,0,0,0,252,252,0
2147,オープン,100,4,5,ルカリオ,かくとう,はがね,ひかりのこな,はどうだん,ラスターカノン,みずのはどう,ほえる,ひかえめ,CS,70,110,70,115,70,90,0,0,0,252,0,252
2148,オープン,100,4,5,カバルドン,じめん,,キーのみ,じしん,かみくだく,なまける,のろい,わんぱく,AB,108,112,118,68,72,47,0,252,252,0,0,0
2149,オープン,100,4,5,ダイノーズ,いわ,はがね,クラボのみ,げんしのちから,マグネットボム,でんじは,まもる,ゆうかん,AC,60,55,145,75,150,40,0,252,0,252,0,0
2150,オープン,100,4,5,ヨノワール,ゴースト,,くろいてっきゅう,シャドーパンチ,なげつける,おにび,トリックルーム,ゆうかん,AB,45,100,135,65,135,45,0,252,252,0,0,0
2151,オープン,100,4,5,ボスゴドラ,はがね,いわ,せんせいのツメ,アイアンヘッド,いわなだれ,すなあらし,いやなおと,いじっぱり,AB,70,110,180,60,60,50,0,252,252,0,0,0
2152,オープン,100,4,5,トドゼルガ,こおり,みず,ヨプのみ,こおりのキバ,アクアテール,いばる,アンコール,いじっぱり,HA,110,80,90,95,90,65,252,252,0,0,0,0
2153,オープン,100,4,5,マンムー,こおり,じめん,つめたいいわ,じしん,こおりのキバ,つつく,あられ,いじっぱり,HA,110,130,80,70,60,80,252,252,0,0,0,0
2154,オープン,100,4,5,ラプラス,みず,こおり,たべのこし,アクアテール,ゆきなだれ,こおりのつぶて,のろい,いじっぱり,HA,130,85,80,85,95,60,252,252,0,0,0,0
2155,オープン,100,4,5,クロバット,どく,ひこう,ウタンのみ,クロスポイズン,つばめがえし,はねやすめ,さいみんじゅつ,ようき,AS,85,90,80,70,80,130,0,252,0,0,0,252
2156,オープン,100,4,5,ジバコイル,でんき,はがね,ひかりのねんど,10まんボルト,ミラーショット,ひかりのかべ,リフレクター,ずぶとい,BC,70,70,115,130,90,60,0,0,252,252,0,0
2157,オープン,100,4,5,ドサイドン,じめん,いわ,きあいのハチマキ,がんせきほう,じしん,かみくだく,ほえる,いじっぱり,AB,115,140,130,55,55,40,0,252,252,0,0,0
2158,オープン,100,4,5,モジャンボ,くさ,,バコウのみ,エナジーボール,ヘドロばくだん,きあいだま,ねむりごな,ひかえめ,BC,100,100,125,110,50,50,0,0,252,252,0,0
2159,オープン,100,4,5,ポリゴンZ,ノーマル,,オボンのみ,トライアタック,シャドーボール,リサイクル,テクスチャ―2,ひかえめ,HC,85,80,70,135,75,90,252,0,0,252,0,0
2160,オープン,100,4,5,ギャラドス,みず,ひこう,するどいキバ,アクアテール,こおりのキバ,かみつく,あまごい,しんちょう,AD,95,125,79,60,100,81,0,252,0,0,252,0
2161,オープン,100,4,5,カビゴン,ノーマル,,たべのこし,おんがえし,いわなだれ,のろい,あくび,いじっぱり,HA,160,110,65,65,110,30,252,252,0,0,0,0
2162,オープン,100,4,5,キングドラ,みず,ドラゴン,するどいキバ,なみのり,りゅうのはどう,えんまく,あまごい,おくびょう,CS,75,95,95,95,95,85,0,0,0,252,0,252
2163,オープン,100,4,5,ハピナス,ノーマル,,ヨプのみ,はかいこうせん,シャドーボール,みずのはどう,うたう,ひかえめ,HC,255,10,10,75,135,55,252,0,0,252,0,0
2164,オープン,100,4,5,ミロカロス,みず,,かいがらのすず,なみのり,れいとうビーム,メロメロ,さいみんじゅつ,ひかえめ,HC,95,60,79,100,125,81,252,0,0,252,0,0
2165,オープン,100,4,5,エレキブル,でんき,,ピントレンズ,かみなりパンチ,クロスチョップ,でんじは,いやなおと,ようき,AS,75,123,67,95,85,95,0,252,0,0,0,252
2166,オープン,100,4,5,ブーバーン,ほのお,,あついいわ,だいもんじ,きあいだま,おにび,にほんばれ,ひかえめ,CS,75,95,67,125,95,83,0,0,0,252,0,252
2167,オープン,100,4,5,トゲキッス,ノーマル,ひこう,パワフルハーブ,ゴッドバード,しんそく,ドレインパンチ,はねやすめ,いじっぱり,AD,85,50,95,120,115,80,0,252,0,0,252,0
2168,オープン,100,4,5,ウインディ,ほのお,,ラムのみ,ほのおのキバ,しんそく,かみくだく,おにび,ようき,AS,90,110,80,100,80,95,0,252,0,0,0,252
2169,オープン,100,4,5,カイリュー,ドラゴン,ひこう,ラムのみ,ドラゴンクロー,つばめがえし,でんじは,りゅうのまい,いじっぱり,AD,91,134,95,100,100,80,0,252,0,0,252,0
2170,オープン,100,4,5,バンギラス,いわ,あく,きあいのハチマキ,いわなだれ,しっぺがえし,ゆきなだれ,のろい,ゆうかん,AD,100,134,110,95,100,61,0,252,0,0,252,0
2171,オープン,100,4,5,ボーマンダ,ドラゴン,ひこう,クラボのみ,ドラゴンクロー,つばめがえし,アクアテール,こわいかお,いじっぱり,AS,95,135,80,110,80,100,0,252,0,0,0,252
2172,オープン,100,4,5,メタグロス,はがね,エスパー,ひかりのこな,しねんのずつき,バレットパンチ,からげんき,ひかりのかべ,いじっぱり,AB,80,135,130,95,90,70,0,252,252,0,0,0
2173,オープン,100,4,5,ガブリアス,ドラゴン,じめん,ひかりのこな,ドラゴンクロー,じしん,かげぶんしん,すなあらし,ようき,AS,108,130,95,80,85,102,0,252,0,0,0,252
2174,オープン,100,4,5,ケッキング,ノーマル,,のんきのおこう,からげんき,シャドークロー,なまける,あくび,わんぱく,HB,150,160,100,95,65,100,252,0,252,0,0,0
2175,オープン,100,5,5,フシギバナ,くさ,どく,おおきなねっこ,ギガドレイン,ねをはる,やどりぎのタネ,ねむりごな,ずぶとい,HBD,80,82,83,100,100,80,170,0,170,0,170,0
2176,オープン,100,5,5,リザードン,ほのお,ひこう,しろいハーブ,オーバーヒート,ソーラービーム,おにび,にほんばれ,ひかえめ,CS,78,84,78,109,85,100,0,0,0,252,0,252
2177,オープン,100,5,5,カメックス,みず,,かいがらのすず,たきのぼり,きあいパンチ,かげぶんしん,アクアリング,いじっぱり,HA,79,83,100,85,105,78,252,252,0,0,0,0
2178,オープン,100,5,5,メガニウム,くさ,,おおきなねっこ,ギガドレイン,やどりぎのタネ,どくどく,みがわり,おだやか,HBD,80,82,100,83,100,80,170,0,170,0,170,0
2179,オープン,100,5,5,バクフーン,ほのお,,カムラのみ,ブラストバーン,じしん,きしかいせい,こらえる,まじめ,AC,78,84,78,109,85,100,0,252,0,252,0,0
2180,オープン,100,5,5,オーダイル,みず,,しろいハーブ,アクアテール,ばかぢから,ドラゴンクロー,シャドークロー,いじっぱり,AB,85,105,100,79,83,78,0,252,252,0,0,0
2181,オープン,100,5,5,ジュカイン,くさ,,たべのこし,ギガドレイン,やどりぎのタネ,どくどく,かげぶんしん,おくびょう,CS,70,85,65,105,85,120,0,0,0,252,0,252
2182,オープン,100,5,5,バシャーモ,ほのお,かくとう,ひかりのこな,ブラストバーン,きあいだま,ソーラービーム,にほんばれ,おくびょう,CS,80,120,70,110,70,80,0,0,0,252,0,252
2183,オープン,100,5,5,ラグラージ,みず,じめん,ラムのみ,アクアテール,じしん,アームハンマー,のろい,いじっぱり,HA,100,110,90,85,90,60,252,252,0,0,0,0
2184,オープン,100,5,5,ドダイトス,くさ,じめん,たべのこし,ギガドレイン,やどりぎのタネ,こうごうせい,ドわすれ,なまいき,HBD,95,109,105,75,85,56,170,0,170,0,170,0
2185,オープン,100,5,5,ゴウカザル,ほのお,かくとう,ちからのハチマキ,ブレイズキック,シャドークロー,かみなりパンチ,ダストシュート,いじっぱり,AS,76,104,71,104,71,108,0,252,0,0,0,252
2186,オープン,100,5,5,エンペルト,みず,はがね,するどいツメ,ドリルくちばし,アクアジェット,シャドークロー,いわなだれ,いじっぱり,AD,84,86,88,111,101,60,0,252,0,0,252,0
2187,オープン,100,5,5,ダグトリオ,じめん,,のんきのおこう,だいちのちから,ヘドロばくだん,トライアタック,すなあらし,ひかえめ,CS,35,80,50,50,70,120,0,0,0,252,0,252
2188,オープン,100,5,5,ガラガラ,じめん,,ふといホネ,ボーンラッシュ,ほのおのパンチ,かみなりパンチ,いわなだれ,いじっぱり,AB,60,80,110,50,80,45,0,252,252,0,0,0
2189,オープン,100,5,5,チャーレム,かくとう,エスパー,クラボのみ,ドレインパンチ,どくづき,みきり,じこさいせい,ようき,AS,60,60,75,60,75,80,0,252,0,0,0,252
2190,オープン,100,5,5,ヌオー,みず,じめん,たべのこし,ダイビング,あくび,のろい,ドわすれ,しんちょう,HBD,95,85,85,65,65,35,170,0,170,0,170,0
2191,オープン,100,5,5,グランブル,ノーマル,,せんせいのツメ,からげんき,ほのおのキバ,かみなりのキバ,こおりのキバ,いじっぱり,HA,90,120,75,60,60,45,252,252,0,0,0,0
2192,オープン,100,5,5,ルージュラ,こおり,エスパー,のんきのおこう,ゆめくい,あくまのキッス,ほろびのうた,くろいまなざし,おだやか,CD,65,50,35,115,95,95,0,0,0,252,252,0
2193,オープン,100,5,5,バリヤード,エスパー,,ひかりのねんど,ゆめくい,さいみんじゅつ,ひかりのかべ,リフレクター,おだやか,CD,40,45,65,100,120,90,0,0,0,252,252,0
2194,オープン,100,5,5,ランターン,みず,でんき,ラムのみ,ダイビング,あやしいひかり,でんじは,メロメロ,おだやか,HD,125,58,58,76,76,67,252,0,0,0,252,0
2195,オープン,100,5,5,キノガッサ,くさ,かくとう,おおきなねっこ,ドレインパンチ,ギガドレイン,こうごうせい,やどりぎのタネ,ゆうかん,AC,60,130,80,60,60,70,0,252,0,252,0,0
2196,オープン,100,5,5,フォレトス,むし,はがね,オボンのみ,しっぺがえし,ステルスロック,どくびし,まきびし,ゆうかん,AB,75,90,140,60,60,40,0,252,252,0,0,0
2197,オープン,100,5,5,エアームド,はがね,ひこう,たべのこし,そらをとぶ,どくどく,かげぶんしん,はねやすめ,しんちょう,HBD,65,80,140,40,70,70,170,0,170,0,170,0
2198,オープン,100,5,5,アブソル,あく,,せんせいのツメ,おしおき,いばる,メロメロ,でんじは,いじっぱり,HA,65,130,60,75,60,75,252,252,0,0,0,0
2199,オープン,100,5,5,ナマズン,みず,じめん,キーのみ,アクアテール,じしん,いわなだれ,あばれる,いじっぱり,HA,110,78,73,76,71,60,252,252,0,0,0,0
